text,label
"""This <e1>skateboard</e1> <e2>company</e2> designs skateboards specifically for girls.""",product-producer
"""<e1>Words</e1> not present in <e2>dictionaries</e2> are almost always found in unrestricted texts.""",part-whole
"""The incoming <e1>chairman</e1> of the <e2>committee</e2> is promising an array of oversight investigations that could provoke sharp disagreement with Republicans and the White House.""",part-whole
"""Until 1729 the <e1>building</e1> contained only the <e2>grammar school</e2>.""",content-container
"""But socialism, far from being 'finished', will once again become the idea that guides workers and youth in the <e1>struggle</e1> for a new <e2>society</e2>.""",theme_tool
"""The <e1>quotation</e1> is from the <e2>preface</e2> to the fourth edition.""",origin-entity
"""In the Millennium Declaration, the member <e1>states</e1> of the <e2>organization</e2> therefore, pledged to expand and strengthen the protection of civilians.""",part-whole
"""The letters are not painted on top of the stone, but actually engraved into the <e1>granite</e1> <e2>stone</e2>.""",part-whole
"""<e1>Tumors</e1> growing in these <e2>fibrinogen-deficient mice</e2> did not attract the CREKA peptide.""",part-whole
"""The contents of the <e1>memorandum</e1> included <e2>stigmatizing statements</e2> about Cannon.""",content-container
"""<e1>Regulation</e1> of <e2>food</e2> in the United States dates from early colonial times.""",part-whole
"""The <e1>signal</e1> is received from a <e2>known direction</e2>.""",origin-entity
"""<e1>Ginkgo</e1> is added for <e2>increased circulation</e2> to the reproductive system.""",cause-effect
"""It is simple and ideal when all you want to do is freshen up clothes or smooth out <e1>wrinkles</e1> from <e2>garments</e2> that have been stored away.""",cause-effect
"""<e1>Rain</e1> comes from <e2>evaporated seawater</e2>, transferring not just water but the solar energy that took it from the sea.""",cause-effect
"""The <e1>image</e1> is from the <e2>poster</e2> 'Selling Counterfeit Products is Illegal'.""",origin-entity
"""Attocube systems AG, one of the leading suppliers of nanopositioning devices for extreme environments, has been nominated today as a <e1>finalist</e1> for the <e2>award</e2>.""",theme_tool
"""The film also features documentary like segments about fishing and about the <e1>evacuation</e1> after the <e2>eruption</e2> of the volcano.""",cause-effect
"""In this study we examined <e1>mood alterations</e1> through <e2>physical activity</e2> and other interventions.""",cause-effect
"""By the early '90s, Indian entrepreneurs bought a majority of the properties and flourished with the new <e1>immigrants</e1> from the <e2>subcontinent</e2>.""",origin-entity
"""The other <e1>shelves</e1> contained <e2>books</e2> with sinister-sounding titles, such as Crime and Punishment, Days of Wrath, Death Walks Among You and a few others.""",content-container
"""The lower mark is the Vienna <e1>company</e1> that made the <e2>mug</e2>.""",product-producer
"""You're right that the <e1>punk explosion</e1> cultivated the underground/indie rock <e2>scene</e2> that would one day be called 'alternative music' that rooted deep into the culture.""",product-producer
"""U.S. policy decisions over the past several years, have helped to lay the <e1>groundwork</e1> for the latest round of <e2>talks</e2>, she said.""",theme_tool
"""The flavour and colour depend on the plants from which the <e1>bees</e1> manufactured the <e2>nectar</e2>.""",origin-entity
"""And of course the original development that enabled the Protestant Reformation, precursor of the cultural <e1>split</e1> of <e2>science</e2> from other human endeavors.""",part-whole
"""The <e1>artist</e1> made the <e2>picture</e2> when he was a fourth grade student in Iowa City.""",product-producer
"""Everybody in the region experienced the <e1>tremors</e1> after <e2>midnight</e2>.""",cause-effect
"""The <e1>colours</e1> were similarly derived from the <e2>style-sheet</e2>.""",origin-entity
"""It seemed to be a regular rule that, whenever a <e1>horse</e1> stumbled the <e2>rider</e2> fell off instantly.""",instrument-agency
"""The <e1>data</e1> is used for <e2>analysis</e2>, including knowledge of the visitor's identity.""",theme_tool
"""The <e1>architect</e1> carefully designed the 15 <e2>rowhouses</e2>, reflecting the suburban ideal of the late 1800s.""",product-producer
"""The <e1>purpose</e1> of CellML is to store and exchange computer-based mathematical <e2>models</e2>.""",theme_tool
"""My sole <e1>desire</e1> was to write a <e2>book</e2> on black veterans using their words.""",theme_tool
"""Flash Drives were designed to be portable - worn on a necklace or key chain - while <e1>diskettes</e1> should be carried in a <e2>case</e2> for protection.""",content-container
"""The test is made by inserting the end of a <e1>jimmy</e1> or other <e2>burglar</e2>'s tool and endeavouring to produce impressions similar to those which have been found on doors or windows.""",instrument-agency
"""The accident was not the only one that has raised strong doubts about <e1>air bags</e1> in <e2>BMW sedans</e2>"".""",part-whole
"""An escalation <e1>factor</e1> is used for <e2>salaries</e2>, stipends, and other direct costs.""",theme_tool
"""In Europe the <e1>fuel</e1> is distilled from <e2>canola oil</e2>.""",origin-entity
"""The hotel is in the style of a <e1>country</e1> <e2>lodge</e2> and only has 18 rooms.""",origin-entity
"""Contact information and financial <e1>information</e1> are kept private and is used for no other <e2>purpose</e2> than what is indicated above.""",theme_tool
"""Unlike most of the annual showers the <e1>antihelion radiant</e1> is produced by <e2>debris</e2> from unknown sources orbiting in a direct motion like the earth.""",product-producer
"""The <e1>legislature</e1> created the <e2>ombudsman</e2> to intervene when children or their parents are subjected to unauthorized or unreasonable agency decisions.""",product-producer
"""LANDIS & STAEFA, INC. is awarded a <e1>contract</e1> for supplying the <e2>city</e2> of Seattle.""",theme_tool
"""It is behind the <e1>hunt</e1> for the Higgs <e2>boson</e2>.""",theme_tool
"""Original <e1>sculptures</e1> were carved with a <e2>chainsaw</e2>.""",instrument-agency
"""Dr. Aimee Rose, a member of the <e1>team</e1> who made the <e2>discovery</e2>, predicts it will save many lives, both military and civilian.""",product-producer
"""Select the <e1>appropriate government agency</e1> from the <e2>pull-down list</e2>, add comments in the comment box, and select the Submit button.""",origin-entity
"""This is a poor <e1>recipe</e1> for a <e2>transformation</e2> for either discipline.""",theme_tool
"""The following are very basic tips which may help you manage your <e1>anxiety</e1> in the <e2>exam</e2>.""",cause-effect
"""Woz has outfitted the house with an elaborate <e1>swimming pool</e1> that extends inside the <e2>house</e2> by way of an underwater channel.""",content-container
"""The <e1>tenant</e1> has farmed for this <e2>owner</e2> for several years and doesn't want to lose the ground, but also does not want to pay the large increase in rent.""",product-producer
"""Sitting by the beach, Yuki mended the <e1>net</e1> while the <e2>fisherman</e2> collected the shells.""",instrument-agency
"""If the <e1>weaver</e1> sits at the <e2>loom</e2> for extended periods of time, the intense pressure on her lower body generates severe lower back and leg pain.""",instrument-agency
"""<e1>Evaluators</e1> applied the statistically accurate <e2>generalization</e2> that men are usually taller than women to their estimates of the height of individuals who did not necessarily conform to the generalization.""",instrument-agency
"""The contents of the <e1>bag</e1> included numerous <e2>flyers</e2> from other conference sponsors and exhibitors and some useful stationery supplies.""",content-container
"""Just as the <e1>net</e1> enables the <e2>fisherman</e2> to catch many fish in one go, the pattern was favored by the samurai as it symbolized victory over many opponents at one time.""",instrument-agency
"""When Josh visits the Tatums, Josh meets his blonde haired twin cousin and two beautiful <e1>country</e1> <e2>cousins</e2>.""",origin-entity
"""This represents a <e1>house</e1> that contains a <e2>light bulb</e2> and an airconditioner.""",content-container
"""He used a stable form of <e1>liquid nitroglycerin</e1> carried in a <e2>bottle</e2> labeled as contact lens solution, using cotton as a stabilizer.""",content-container
"""The risks of this procedure include anesthesia complications (especially General), post-operative difficulty breathing, and <e1>sore throat</e1> from <e2>intubation</e2>.""",cause-effect
"""Pin is a <e1>tool</e1> for the dynamic <e2>instrumentation</e2> of programs.""",theme_tool
"""The <e1>observatory</e1> has used a 45-meter cosmic radio emission <e2>telescope</e2> to make a number of important contributions.""",instrument-agency
"""In contrast with tofu, which is made with soymilk, this <e1>dish</e1> is made with <e2>whole soybeans</e2>, making it a good source of fiber.""",part-whole
"""<e1>Lutein</e1> is found in <e2>sweet corn</e2>, kale and broccoli, as well as spinach.""",part-whole
"""If you mount the photo on a <e1>material</e1> that contains <e2>acid</e2> the paper will absorb the acid which in turn will attack the photo itself.""",content-container
"""Today 75% of the <e1>county</e1> is intensively farmed for <e2>corn</e2>, soybeans, oats, and alfalfa with emphasis on dairy production.""",product-producer
"""I worked as a <e1>crane</e1> <e2>operator</e2> in construction at that time.""",instrument-agency
"""What did the residents and <e1>scientists</e1> learn from the Krakatau <e2>explosion</e2>?""",origin-entity
"""Economists blame increased U.S. <e1>production</e1> of <e2>ethanol</e2> from corn as an alternative to oil.""",part-whole
"""We think the <e1>emission</e1> is produced by <e2>material</e2> rapidly falling into an accretion disk, which heats up to high temperatures.""",product-producer
"""Any <e1>marinade</e1> that contains <e2>acid</e2>, alcohol or salt should not be used for very long, because it will chemically 'cook' or denature the food in it.""",content-container
"""You'll rarely see a <e1>clock</e1> inside a <e2>casino</e2>, the same goes for windows.""",content-container
"""Combine strawberries and <e1>powder</e1> <e2>sugar</e2> and mix well.""",origin-entity
"""This surgical operation isolates most of the <e1>right hemisphere</e1> from the <e2>left hemisphere</e2>.""",origin-entity
"""Sudden <e1>death</e1> from <e2>inhalation</e2> of petroleum distillates is well recognised in misuses of volatile substances.""",cause-effect
"""A new <e1>composter</e1> is now available from East Sussex County Council which can be kept in the <e2>kitchen</e2> and will take all organic waste.""",content-container
"""The <e1>move</e1> from <e2>binary access</e2> (yes or no) to fine-grained authorization betrays a shift in mindset: from a defensible perimeter to a qualifier that identifies who can access what room.""",origin-entity
"""If one were to put frozen prawns in a <e1>popcorn</e1> <e2>maker</e2>, one would obtain prawn crackers.""",product-producer
"""Similarly, the western <e1>physician</e1>'s white coat and <e2>stethoscope</e2> and the environment of western medical clinics and hospitals create an aura of expectancy and hope for healing.""",instrument-agency
"""Where's the <e1>outrage</e1> from the <e2>sexism crusaders</e2>?""",origin-entity
"""Parents also experience <e1>anxiety</e1> from <e2>fear</e2> of the suffering of their child and worry about an uncertain outcome.""",cause-effect
"""The <e1>actor</e1> played a psychopathic preacher with a restrained <e2>malice</e2>.""",instrument-agency
"""The <e1>box</e1> contained the jumbled <e2>skeletal remains</e2> of what appeared to be sheep, as well as a variety of other mammals.""",content-container
"""Download all the <e1>images</e1> from a <e2>website</e2> with a single click!""",origin-entity
"""Complementing the data from PARK, GeoFEST will model the evolution of stress and strain in a detailed simulation of the crust and mantle, potentially helping researchers predict the <e1>deformation</e1> from an <e2>earthquake</e2> or a series of quakes.""",cause-effect
"""This <e1>form</e1> is used for filing an initial financing <e2>statement</e2>.""",theme_tool
"""This is a <e1>quest</e1> for a <e2>way</e2> around aging.""",theme_tool
"""The <e1>sauce</e1> is made from <e2>soybean flour</e2>, chiles, red beans, and many other spices.""",origin-entity
"""This public key <e1>algorithm</e1> is used for encrypting <e2>emails</e2>.""",theme_tool
"""This Appalachian region had been settled by <e1>emigrants</e1> from the <e2>lowlands</e2>.""",origin-entity
"""The <e1>simulation study</e1> produces <e2>voluminous results</e2>, since there are two types of models, each with four different specifications and with two sample sizes involved.""",product-producer
"""<e1>Waves</e1> from <e2>earthquakes</e2> travel at different velocities through different media.""",cause-effect
"""Researchers at Akishima Laboratories have developed similar devices in the past that used waves to draw pictures on the <e1>surface</e1> of <e2>water</e2>.""",part-whole
"""Now if the Bagger can just get some <e1>popcorn</e1> from <e2>room service</e2>, he'll be all set.""",origin-entity
"""This study investigated the <e1>effectiveness</e1> of <e2>magnesium</e2> in reducing sodium toxicity in water.""",part-whole
"""It is widely known that significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable <e1>shrinkage</e1> after <e2>cooling</e2>.""",cause-effect
"""However, some may be able to perform minutes of moderate-intensity exercise two to three hours after breakfast without a high risk of hypoglycemia, despite slightly <e1>higher insulin levels</e1> after <e2>eating</e2>.""",cause-effect
"""However, I believe that this is an opportune moment to change the <e1>political structures</e1> which procreated the <e2>events</e2> of Sept. 11th.""",product-producer
"""Anti-aging <e1>foods</e1> are rich in <e2>antioxidants</e2>.""",part-whole
"""In any case, we found no indications that <e1>fish</e1> <e2>oil</e2> would harm patients.""",origin-entity
"""Did you know that the new ""Natural"" Dorito <e1>chips</e1> contain <e2>yeast extract</e2>?""",part-whole
"""Some people voluntarily get involved with politicisation, while others become victims of <e1>circumstances</e1> created by the <e2>politicisation</e2>,"" he said.""",product-producer
"""The <e1>kitchen</e1> contained one other interesting item, a <e2>trap door</e2> in the ceiling.""",content-container
"""Where credit is granted, the <e1>supplier</e1>'s <e2>invoice</e2> will be payable within 30 days.""",origin-entity
"""The <e1>bulbs</e1> in my <e2>house</e2> use 190 watts.""",content-container
"""Earplugs relieve the <e1>discomfort</e1> from <e2>traveling</e2> with a cold allergy or sinus condition.""",cause-effect
"""You haven't experienced true tartness until you've tasted the <e1>jelly</e1> inside a <e2>passionfruit</e2>.""",content-container
"""We unscrew a <e1>light bulb</e1> that uses a lot of <e2>electricity</e2> and replace it with one that uses much less.""",instrument-agency
"""An <e1>office</e1> that contains <e2>plants</e2> suggests you're trying to create an agreeable environment for yourself and others.""",content-container
"""The <e1>steering committee</e1> developed the <e2>protocol</e2> and consent forms with the participating sites and guided the implementation of the trial.""",product-producer
"""A <e1>midwife</e1> assists the <e2>birth</e2>, and women usually rely on their mothers or other women for support during labour.""",instrument-agency
"""The <e1>boy</e1> who made the <e2>threat</e2> was arrested, charged, and had items confiscated from his home.""",product-producer
"""This is assuming that the <e1>dividend</e1> is received from a <e2>treaty country</e2>.""",origin-entity
"""In some Asian countries, including China, Malaysia and the Philippines, the <e1>turtles</e1> are farmed for <e2>food</e2>.""",product-producer
"""<e1>Construction workers</e1> utilized a <e2>crane</e2> to assist in bringing roofing materials up to the top.""",instrument-agency
"""The <e1>astronauts</e1> used the orbiter boom sensor <e2>system</e2> mounted on the end of the shuttle's robotic arm.""",instrument-agency
"""The group is alleging the <e1>computer giant</e1> negligently designed the <e2>laptops</e2>, ultimately causing them to overheat and do damage their own motherboards.""",product-producer
"""<e1>Thieves</e1> used a <e2>blowtorch</e2> and bolt cutters to force their way through a fenced area topped with razor wire.""",instrument-agency
"""It is a <e1>method</e1> for transposing a <e2>matrix</e2>.""",theme_tool
"""Elizabeth Smither's <e1>tokotoko</e1> was made with a <e2>gear lever</e2>.""",instrument-agency
"""In the most common form of such an attack, called ischemic stroke, the <e1>blockage</e1> comes from a <e2>blood clot</e2> that develops in one of the brain's blood vessels.""",cause-effect
"""Anti-gun <e1>forces</e1> still wield a lot of <e2>political power</e2>.""",instrument-agency
"""Her employment at this <e1>mustard</e1> <e2>company</e2> is considered the earliest recorded evidence of a company specifically hiring an industrial nurse.""",product-producer
"""The <e1>knight</e1> raised his dragon <e2>battle axe</e2>, and dealt the creature a crushing blow.""",instrument-agency
"""Suppose you were given a <e1>bottle</e1> that contains 400 grams of a 3.0% <e2>bleach solution</e2>.""",content-container
"""Ban Ki-moon calls for probe into <e1>murder</e1> of <e2>peacekeeper</e2> in southern Sudan.""",part-whole
"""<e1>Insulin resistance</e1> with <e2>sleep deprivation</e2> has been reported in a laboratory study of young, healthy volunteers.""",cause-effect
"""The <e1>forecast</e1> is for slightly higher <e2>temperatures</e2>.""",theme_tool
"""Instead, he believes most of the <e1>noise</e1> comes from a <e2>vocal minority</e2>.""",product-producer
"""My <e1>proposal</e1> is to concentrate on green <e2>energy</e2>.""",theme_tool
"""A <e1>raindrop</e1> keeps the same <e2>shape</e2> to a reasonable approximation all the time it is falling.""",instrument-agency
"""Quality forged pinking <e1>scissors</e1> cut with exceptional <e2>ease</e2> and efficiency.""",instrument-agency
"""Immediately after the court is opened, the <e1>judge</e1> removes his <e2>wig</e2> and counsel are expected to follow suit.""",instrument-agency
"""The <e1>glomeruli</e1> assist the <e2>kidneys</e2> in filtering urine from the blood.""",instrument-agency
"""Nausea is the sensation of unease and <e1>discomfort</e1> from the <e2>stomach</e2>, with the sufferers feeling that they may vomit.""",cause-effect
"""This assumes steady employment of a <e1>loom</e1> employing a master <e2>weaver</e2> and three assistants together with female and child helpers.""",instrument-agency
"""Finding a <e1>piece</e1> of <e2>cake</e2> during Christmas holidays in Vienna is not quite a piece of cake.""",part-whole
"""St John's wort was at least as effective as paroxetine in reducing severity of <e1>depression</e1> after six <e2>weeks</e2>.""",cause-effect
"""Tom plans to continue to live the <e1>country</e1> <e2>life</e2> as he grows older.""",origin-entity
"""The customers are happy and the <e1>marketer</e1> generates <e2>more income</e2> from the sales of his vehicles - everyone wins.""",origin-entity
"""He was a <e1>young refugee</e1> on the run from a <e2>nation</e2> at war.""",origin-entity
"""A couple of spoonsful would have been mixed with water to create a sweet and tart drink, the fruit providing the flavor and color, the <e1>sugar</e1> providing the <e2>sweetness</e2>, and the vinegar providing the tartness.""",origin-entity
"""The <e1>appointment</e1> is for a three-year <e2>term</e2>, during which Robillard will remain dean of Carver College of Medicine.""",theme_tool
"""In the months leading up to trade negotiations, estimates of the <e1>economic gains</e1> from <e2>trade liberalization</e2> suddenly become newsworthy.""",cause-effect
"""The <e1>transition</e1> from <e2>dictatorship</e2> to democracy will take time, but it is worth every effort.""",origin-entity
"""This new <e1>edition</e1> of the <e2>journal</e2> contains forty new entries ranging from such diverse topics.""",part-whole
"""The <e1>transmitter</e1> emits a constant <e2>radio signal</e2> to create a 'safe zone'.""",product-producer
"""In addition to serving as a <e1>fertilizer</e1> <e2>ingredient</e2>, ammonia can also be used directly as a fertilizer by forming a solution with irrigation water, without additional chemical processing.""",product-producer
"""Providence had sent the old <e1>man</e1> into the world with a <e2>chisel</e2> in his hand.""",instrument-agency
"""I would say that those <e1>regions</e1> are rich in <e2>fruit species</e2>.""",part-whole
"""Jane Jacobs has argued that all <e1>economic progress</e1> comes from <e2>urban places</e2>, that cities are the source of economic prosperity, and the role of rural areas inevitably becomes less important as development takes place.""",cause-effect
"""The <e1>basement carpeting</e1> is made from <e2>recycled plastic pop bottles</e2>, and the underpad was once automobile tires.""",origin-entity
"""Learn how cartographic evidence refutes the authenticity of the Vinland Map and from where the <e1>map</e1>'s <e2>maker</e2> might have drawn inspiration.""",product-producer
"""If the same sari is contracted out to a master <e1>weaver</e1> who owns a <e2>loom</e2> but employs two adults and two children to work on it, the adults would get Rs.400 each and the children Rs.100 each.""",instrument-agency
"""He does not think the friends realize that the <e1>crisis</e1> begets the <e2>triumph</e2>, just as the coming war is the begetter of the Most Great Peace.""",product-producer
"""Lowering your <e1>blood</e1> <e2>sugar</e2> is the key to managing diabetes.""",origin-entity
"""The <e1>kitchen</e1> holds a <e2>cooker</e2>, fridge, microwave oven, in short; everything you need if you want to prepare a light meal.""",content-container
"""This <e1>parser</e1> is used for parsing <e2>lists</e2> of comma or space separated SVG lengths.""",theme_tool
"""I'm running a <e1>charity</e1> that helps the poorest school <e2>libraries</e2> in the U.S.""",instrument-agency
"""This is in part due to the vast <e1>number</e1> of <e2>contexts</e2> in which the solutions are needed and that the central standards group is too small to capture solutions.""",part-whole
"""During a dribble the <e1>dribbler</e1> keeps the <e2>ball</e2> on the side of his body that is away from the defender.""",instrument-agency
"""It is also illegal for anyone other than the <e1>drug</e1>'s <e2>manufacturer</e2> to re-import a prescription drug that was originally manufactured in the United States.""",product-producer
"""The <e1>clutter</e1> in my <e2>house</e2> was destroying me.""",content-container
"""Although our <e1>product</e1> is <e2>SUGAR</e2> FREE, it can be used as ingredient in baking (e.g. cookies) and will behave about the same as regular chocolate candy.""",part-whole
"""Suddenly, a man approached me from nowhere and stuck a bag of <e1>candy</e1> in my <e2>face</e2>.""",content-container
